chapter_number,chapter_title,chapter_verse,translation
chapter 14,gua traya vibhg yog,14.26,those who serve me with unalloyed devotion rise above the three modes of material nature and come to the level of the brahman
chapter 14,gua traya vibhg yog,14.27,i am the basis of the formless brahman the immortal and imperishable of eternal dharma and of unending divine bliss
chapter 15,puruhottam yog,15.1,the supreme divine personality said they speak of an eternal ahvatth tree with its roots above and branches below its leaves are the vedic hymns and one who knows the secret of this tree is the knower of the vedas
chapter 15,puruhottam yog,15.2,the branches of the tree extend upward and downward nourished by the three guas with the objects of the senses as tender buds the roots of the tree hang downward causing the flow of karma in the human form below its roots branch out causing karmic actions in the world of humans
chapter 15,puruhottam yog,9.13,the real form of this tree is not perceived in this world neither its beginning nor end nor its continued existence but this deeprooted ahvatth tree must be cut down with a strong axe of detachment then one must search out the base of the tree which is the supreme lord from whom streamed forth the activity of the universe a long time ago upon taking refuge in him one will not return to this world again
chapter 15,puruhottam yog,15.5,those who are free from vanity and delusion who have overcome the evil of attachment who dwell constantly on the self and on god who are free from the desire to enjoy the senses and are beyond the dualities of pleasure and pain such liberated personalities attain my eternal abode
chapter 15,puruhottam yog,15.6,neither the sun nor the moon nor fire can illumine that supreme abode of mine having gone there one does not return to this material world again
chapter 15,puruhottam yog,15.7,the embodied souls in this material world are my eternal fragmental parts but bound by material nature they are struggling with the six senses including the mind
chapter 15,puruhottam yog,15.8,as the air carries fragrance from place to place so does the embodied soul carry the mind and senses with it when it leaves an old body and enters a new one
chapter 15,puruhottam yog,15.9,using the sense perceptions of the ears eyes skin tongue and nose which are grouped around the mind the embodied soul savors the objects of the senses
chapter 15,puruhottam yog,15.1,the ignorant do not perceive the soul as it resides in the body and as it enjoys sense objects nor do they perceive it when it departs but those who possess the eyes of knowledge can behold it
chapter 15,puruhottam yog,15.11,striving yogis too are able to realize the soul enshrined in the body however those whose minds are not purified cannot cognize it even though they strive to do so
chapter 15,puruhottam yog,15.12,know that i am like the brilliance of the sun that illuminates the entire solar system the radiance of the moon and the brightness of the fire also come from me
chapter 15,puruhottam yog,15.13,permeating the earth i nourish all living beings with my energy becoming the moon i nourish all plants with the juice of life
chapter 15,puruhottam yog,15.14,it is i who take the form of the fire of digestion in the stomachs of all living beings and combine with the incoming and outgoing breaths to digest and assimilate the four kinds of foods
chapter 15,puruhottam yog,15.15,i am seated in the hearts of all living beings and from me come memory knowledge as well as forgetfulness i alone am to be known by all the vedas am the author of the vedant and the knower of the meaning of the vedas
chapter 15,puruhottam yog,15.16,there are two kinds of beings in creation the khar perishable and the akhar imperishable the perishable are all beings in the material realm the imperishable are the the liberated beings
chapter 15,puruhottam yog,15.17,besides these is the supreme divine personality who is the indestructible supreme soul he enters the three worlds as the unchanging controller and supports all living beings
chapter 15,puruhottam yog,15.18,i am transcendental to the perishable world of matter and even to the imperishable soul hence i am celebrated both in the vedas and the smitis as the supreme divine personality
chapter 15,puruhottam yog,15.19,those who know me without doubt as the supreme divine personality truly have complete knowledge o arjun they worship me with their whole being
chapter 15,puruhottam yog,15.2,i have shared this most secret principle of the vedic scriptures with you o sinless arjun by understanding this a person becomes enlightened and fulfills all that is to be accomplished
chapter 16,daivsura sampad vibhg yog,9.13,the supreme divine personality said o scion of bharat these are the saintly virtues of those endowed with a divine naturefearlessness purity of mind steadfastness in spiritual knowledge charity control of the senses sacrifice study of the sacred books austerity and straightforwardness nonviolence truthfulness absence of anger renunciation peacefulness restraint from faultfinding compassion toward all living beings absence of covetousness gentleness modesty and lack of fickleness vigor forgiveness fortitude cleanliness bearing enmity toward none and absence of vanity
chapter 16,daivsura sampad vibhg yog,16.4,o parth the qualities of those who possess a demoniac nature are hypocrisy arrogance conceit anger harshness and ignorance
chapter 16,daivsura sampad vibhg yog,16.5,the divine qualities lead to liberation while the demoniac qualities are the cause for a continuing destiny of bondage grieve not o arjun as you were born with saintly virtues
chapter 16,daivsura sampad vibhg yog,16.6,there are two kinds of beings in this worldthose endowed with a divine nature and those possessing a demoniac nature i have described the divine qualities in detail o arjun now hear from me about the demoniac nature
chapter 16,daivsura sampad vibhg yog,16.7,those possessing a demoniac nature do not comprehend which actions are proper and which are improper hence they possess neither purity nor good conduct nor even truthfulness
chapter 16,daivsura sampad vibhg yog,16.8,they say the world is without absolute truth without any basis for moral order and without a god who has created or is controlling it it is created from the combination of the two sexes and has no purpose other than sexual gratification
chapter 16,daivsura sampad vibhg yog,16.9,holding fast to such views these misdirected souls with small intellect and cruel actions arise as enemies of the world threatening its destruction
chapter 16,daivsura sampad vibhg yog,16.1,harboring insatiable lust full of hypocrisy pride and arrogance the demoniac cling to their false tenets thus illusioned they are attracted to the impermanent and work with impure resolve
chapter 16,daivsura sampad vibhg yog,16.11,they are obsessed with endless anxieties that end only with death still they maintain with complete assurance that gratification of desires and accumulation of wealth is the highest purpose of life
chapter 16,daivsura sampad vibhg yog,16.12,held in bondage by hundreds of desires and driven by lust and anger they strive to accumulate wealth by unjust means all for the gratification of their senses
chapter 16,daivsura sampad vibhg yog,9.13,the demoniac persons think i have gained so much wealth today and i shall now fulfill this desire of mine this is mine and tomorrow i shall have even more that enemy has been destroyed by me and i shall destroy the others too i am like god himself i am the enjoyer i am perfect i am powerful and i am happy i am wealthy and i have highly placed relatives who else is equal to me i shall perform sacrifices to the celestial gods i shall give alms i shall rejoice in this way they are deluded by ignorance
chapter 16,daivsura sampad vibhg yog,16.16,possessed and led astray by such imaginings enveloped in a mesh of delusion and addicted to the gratification of sensuous pleasures they descend to the murkiest hell
chapter 16,daivsura sampad vibhg yog,16.17,such selfconceited and stubborn people full of pride and arrogant in their wealth perform ostentatious sacrifices in name only with no regard to the rules of the scriptures
chapter 16,daivsura sampad vibhg yog,16.18,blinded by egotism strength arrogance desire and anger the demonic abuse me who am present in their own body and in the bodies of others
chapter 16,daivsura sampad vibhg yog,9.13,these cruel and hateful persons the vile and vicious of humankind i constantly hurl into the wombs of those with similar demoniac natures in the cycle of rebirth in the material world these ignorant souls take birth again and again in demoniac wombs failing to reach me o arjun they gradually sink to the most abominable type of existence
chapter 16,daivsura sampad vibhg yog,16.21,there are three gates leading to the hell of selfdestruction for the soullust anger and greed therefore one should abandon all three
chapter 16,daivsura sampad vibhg yog,16.22,those who are free from the three gates to darkness endeavor for the welfare of their soul and thereby attain the supreme goal
chapter 16,daivsura sampad vibhg yog,16.23,those who act under the impulse of desire discarding the injunctions of the scriptures attain neither perfection nor happiness nor the supreme goal in life
chapter 16,daivsura sampad vibhg yog,16.24,therefore let the scriptures be your authority in determining what should be done and what should not be done understand the scriptural injunctions and teachings and then perform your actions in this world accordingly
chapter 17,hraddh traya vibhg yog,17.1,arjun said o krishna where do they stand who disregard the injunctions of the scriptures but still worship with faith is their faith in the mode of goodness passion or ignorance
chapter 17,hraddh traya vibhg yog,17.2,the supreme divine personality said every human being is born with innate faith which can be of three kindssttvic rjasic or tmasic now hear about this from me
chapter 17,hraddh traya vibhg yog,17.3,the faith of all humans conforms to the nature of their mind all people possess faith and whatever the nature of their faith that is verily what they are
chapter 17,hraddh traya vibhg yog,17.4,those in the mode of goodness worship the celestial gods those in the mode of passion worship the yakhas and rkhasas those in the mode of ignorance worship ghosts and spirits
chapter 17,hraddh traya vibhg yog,9.13,some people perform stern austerities that are not enjoined by the scriptures but rather motivated by hypocrisy and egotism impelled by desire and attachment they torment not only the elements of their body but also i who dwell within them as the supreme soul know these senseless people to be of demoniacal resolves
chapter 17,hraddh traya vibhg yog,17.7,the food that people prefer is according to their dispositions the same is true for the sacrifice austerity and charity they are inclined or predisposed toward now hear of the distinctions from me
chapter 17,hraddh traya vibhg yog,17.8,persons in the mode of goodness prefer foods that promote life span and increase virtue strength health happiness and satisfaction such foods are juicy succulent nourishing and naturally tasteful
chapter 17,hraddh traya vibhg yog,17.9,foods that are too bitter too sour salty very hot pungent dry and full of chillies are dear to persons in the mode of passion such foods produce pain grief and disease
chapter 17,hraddh traya vibhg yog,17.1,foods that are overcooked stale putrid polluted and impure are dear to persons in the mode of ignorance
chapter 17,hraddh traya vibhg yog,17.11,sacrifice that is performed according to scriptural injunctions without expectation of rewards with the firm conviction of the mind that it is a matter of duty is of the nature of goodness
chapter 17,hraddh traya vibhg yog,17.12,o best of the bharatas know that sacrifice performed for material benefit or with a hypocritical aim is in the mode of passion
chapter 17,hraddh traya vibhg yog,17.13,sacrifice devoid of faith and contrary to the injunctions of the scriptures in which no food is offered no mantras chanted and no donation made is to be considered in the mode of ignorance
chapter 17,hraddh traya vibhg yog,17.14,when worship of the supreme lord the brahmins the spiritual master the wise and the elders is done with the observance of cleanliness simplicity celibacy and nonviolence then this worship is declared as the austerity of the body
chapter 17,hraddh traya vibhg yog,17.15,words that do not cause distress are truthful inoffensive and beneficial as well as regular recitation of the vedic scripturesthese are declared as austerity of speech
chapter 17,hraddh traya vibhg yog,17.16,serenity of thought gentleness silence selfcontrol and purity of purposeall these are declared as austerity of the mind
chapter 17,hraddh traya vibhg yog,17.17,when devout persons with ardent faith practice these threefold austerities without yearning for material rewards they are designated as austerities in the mode of goodness
chapter 17,hraddh traya vibhg yog,17.18,austerity that is performed with ostentation for the sake of gaining honor respect and adoration is in the mode of passion its benefits are unstable and transitory
chapter 17,hraddh traya vibhg yog,17.19,austerity that is performed by those with confused notions and which involves torturing the self or harming others is described to be in the mode of ignorance
chapter 17,hraddh traya vibhg yog,17.2,charity given to a worthy person simply because it is right to give without consideration of anything in return at the proper time and in the proper place is stated to be in the mode of goodness
chapter 17,hraddh traya vibhg yog,17.21,but charity given with reluctance with the hope of a return or in expectation of a reward is said to be in the mode of passion
chapter 17,hraddh traya vibhg yog,17.22,and that charity which is given at the wrong place and wrong time to unworthy persons without showing respect or with contempt is held to be of the nature of nescience
chapter 17,hraddh traya vibhg yog,17.23,the words om tat sat have been declared as symbolic representations of the supreme absolute truth from the beginning of creation from them came the priests scriptures and sacrifice
chapter 17,hraddh traya vibhg yog,17.24,therefore when performing acts of sacrifice offering charity or undertaking penance expounders of the vedas always begin by uttering om according to the prescriptions of vedic injunctions
chapter 17,hraddh traya vibhg yog,17.25,persons who do not desire fruitive rewards but seek to be free from material entanglements utter the word tat along with acts of austerity sacrifice and charity
chapter 17,hraddh traya vibhg yog,9.13,the word sat means eternal existence and goodness o arjun it is also used to describe an auspicious action being established in the performance of sacrifice penance and charity is also described by the word sat and so any act for such purposes is named sat
chapter 17,hraddh traya vibhg yog,17.28,o son of pritha whatever acts of sacrifice charity or penance are done without faith are termed as asat they are useless both in this world and the next
chapter 18,mokha sanys yog,18.1,arjun said o mightyarmed krishna i wish to understand the nature of sanys renunciation of actions and tyg renunciation of desire for the fruits of actions o hrishikesh i also wish to know the distinction between the two o keshinisudan
chapter 18,mokha sanys yog,18.2,the supreme divine personality said giving up of actions motivated by desire is what the wise understand as sanys relinquishing the fruits of all actions is what the learned declare to be tyg
chapter 18,mokha sanys yog,18.3,some learned people declare that all kinds of actions should be given up as evil while others maintain that acts of sacrifice charity and penance should never be abandoned
chapter 18,mokha sanys yog,18.4,now hear my conclusion on the subject of renunciation o tiger amongst men for renunciation has been declared to be of three kinds
chapter 18,mokha sanys yog,18.5,actions based upon sacrifice charity and penance should never be abandoned they must certainly be performed indeed acts of sacrifice charity and penance are purifying even for those who are wise
chapter 18,mokha sanys yog,18.6,these activities must be performed without attachment and expectation for rewards this is my definite and supreme verdict o arjun
chapter 18,mokha sanys yog,18.7,prescribed duties should never be renounced such deluded renunciation is said to be in the mode of ignorance
chapter 18,mokha sanys yog,18.8,to give up prescribed duties because they are troublesome or cause bodily discomfort is renunciation in the mode of passion such renunciation is never beneficial or elevating
chapter 18,mokha sanys yog,18.9,when actions are undertaken in response to duty and one relinquishes attachment to any reward o arjun it is considered renunciation in the nature of goodness
chapter 18,mokha sanys yog,18.1,those who neither avoid disagreeable work nor seek work because it is agreeable are persons of true renunciation they are endowed with the quality of the mode of goodness and have no doubts about the nature of work
chapter 18,mokha sanys yog,18.11,for the embodied being it is impossible to give up activities entirely but those who relinquish the fruits of their actions are said to be truly renounced
chapter 18,mokha sanys yog,18.12,the threefold fruits of actionspleasant unpleasant and mixedaccrue even after death to those who are attached to personal reward but for those who renounce the fruits of their actions there are no such results in the here or hereafter
chapter 18,mokha sanys yog,18.13,o arjun now learn from me about the five factors that have been mentioned for the accomplishment of all actions in the doctrine of snkhya which explains how to stop the reactions of karmas
chapter 18,mokha sanys yog,18.14,the body the doer soul the various senses the many kinds of efforts and divine providencethese are the five factors of action
chapter 18,mokha sanys yog,9.13,these five are the contributory factors for whatever action is performed whether proper or improper with body speech or mind those who do not understand this regard the soul as the only doer with their impure intellects they cannot see things as they are
chapter 18,mokha sanys yog,18.17,those who are free from the ego of being the doer and whose intellect is unattached though they may slay living beings they neither kill nor are they bound by actions
chapter 18,mokha sanys yog,18.18,knowledge the object of knowledge and the knowerthese are the three factors that induce action the instrument of action the act itself and the doerthese are the three constituents of action
chapter 18,mokha sanys yog,18.19,knowledge action and the doer are declared to be of three kinds in the snkhya philosophy distinguished according to the three modes of material nature listen and i will explain their distinctions to you
chapter 18,mokha sanys yog,18.2,understand that knowledge to be in the mode of goodness by which a person sees one undivided imperishable reality within all diverse living beings
chapter 18,mokha sanys yog,18.21,that knowledge is to be considered in the mode of passion by which one sees manifold living entities in diverse bodies as individual and unconnected
chapter 18,mokha sanys yog,18.22,that knowledge is said to be in the mode of ignorance where one is engrossed in a fragmental concept as if it encompasses the whole and which is neither grounded in reason nor based on the truth
chapter 18,mokha sanys yog,18.23,action that is in accordance with the scriptures free from attachment and aversion and done without desire for rewards is in the mode of goodness
chapter 18,mokha sanys yog,18.24,action that is prompted by selfish desire enacted with pride and full of stress is in the nature of passion
chapter 18,mokha sanys yog,18.25,that action is declared to be in the mode of ignorance which is begun out of delusion without thought to ones own ability and disregarding consequences loss and injury to others
chapter 18,mokha sanys yog,18.26,the performer is said to be in the mode of goodness when he or she is free from egotism and attachment endowed with enthusiasm and determination and equipoised in success and failure
chapter 18,mokha sanys yog,18.27,the performer is considered in the mode of passion when he or she craves the fruits of the work is covetous violentnatured impure and moved by joy and sorrow
chapter 18,mokha sanys yog,18.28,a performer in the mode of ignorance is one who is undisciplined vulgar stubborn deceitful slothful despondent and a procrastinator
chapter 18,mokha sanys yog,18.29,hear now o arjun of the distinctions of intellect and determination according to the three modes of material nature as i describe them in detail
chapter 18,mokha sanys yog,18.3,the intellect is said to be in the nature of goodness o parth when it understands what is proper action and improper action what is duty and nonduty what is to be feared and what is not to be feared what is binding and what is liberating
chapter 18,mokha sanys yog,18.31,the intellect is considered in the mode of passion when it is confused between righteousness and unrighteousness and cannot distinguish between right and wrong conduct o parth
chapter 18,mokha sanys yog,18.32,that intellect which is shrouded in darkness imagining irreligion to be religion and perceiving untruth to be the truth is of the nature of ignorance o parth
chapter 18,mokha sanys yog,18.33,the steadfast willpower that is developed through yog and which sustains the activities of the mind the lifeairs and the senses o parth is said to be determination in the mode of goodness
chapter 18,mokha sanys yog,18.34,the steadfast willpower by which one holds on to duty pleasures and wealth out of attachment and desire for rewards o arjun is determination in the mode of passion
chapter 18,mokha sanys yog,18.35,that unintelligent resolve is said to be determination in the mode of ignorance in which one does not give up dreaming fearing grieving despair and conceit
chapter 18,mokha sanys yog,18.36,now hear from me o arjun of the three kinds of happiness in which the embodied soul rejoices and can even reach the end of all suffering
chapter 18,mokha sanys yog,18.37,that which seems like poison at first but tastes like nectar in the end is said to be happiness in the mode of goodness it is generated by the pure intellect that is situated in selfknowledge
chapter 18,mokha sanys yog,18.38,happiness is said to be in the mode of passion when it is derived from the contact of the senses with their objects such happiness is like nectar at first but poison at the end
chapter 18,mokha sanys yog,18.39,that happiness which covers the nature of the self from beginning to end and which is derived from sleep indolence and negligence is said to be in the mode of ignorance
chapter 18,mokha sanys yog,18.4,no living being on earth or the higher celestial abodes of this material realm is free from the influence of these three modes of nature
chapter 18,mokha sanys yog,18.41,the duties of the brahmins kshatriyas vaishyas and shudrasare distributed according to their qualities in accordance with their guas and not by birth
chapter 18,mokha sanys yog,18.42,tranquility restraint austerity purity patience integrity knowledge wisdom and belief in a hereafterthese are the intrinsic qualities of work for brahmins
chapter 18,mokha sanys yog,18.43,valor strength fortitude skill in weaponry resolve never to retreat from battle largeheartedness in charity and leadership abilities these are the natural qualities of work for kshatriyas
chapter 18,mokha sanys yog,18.44,agriculture dairy farming and commerce are the natural works for those with the qualities of vaishyas serving through work is the natural duty for those with the qualities of shudras
chapter 18,mokha sanys yog,18.45,by fulfilling their duties born of their innate qualities human beings can attain perfection now hear from me how one can become perfect by discharging ones prescribed duties
chapter 18,mokha sanys yog,18.46,by performing ones natural occupation one worships the creator from whom all living entities have come into being and by whom the whole universe is pervaded by such performance of work a person easily attains perfection
chapter 18,mokha sanys yog,18.47,it is better to do ones own dharma even though imperfectly than to do anothers dharma even though perfectly by doing ones innate duties a person does not incur sin
chapter 18,mokha sanys yog,18.48,one should not abandon duties born of ones nature even if one sees defects in them o son of kunti indeed all endeavors are veiled by some evil as fire is by smoke
chapter 18,mokha sanys yog,18.49,those whose intellect is unattached everywhere who have mastered the mind and are free from desires by the practice of renunciation attain the highest perfection of freedom from action
chapter 18,mokha sanys yog,18.5,hear from me briefly o arjun and i shall explain how one who has attained perfection of cessation of actions can also attain brahman by being firmly fixed in transcendental knowledge
chapter 18,mokha sanys yog,9.13,one becomes fit to attain brahman when he or she possesses a purified intellect and firmly restrains the senses abandoning sound and other objects of the senses casting aside attraction and aversion such a person relishes solitude eats lightly controls body mind and speech is ever engaged in meditation and practices dispassion free from egotism violence arrogance desire possessiveness of property and selfishness such a person situated in tranquility is fit for union with brahman ie realization of the absolute truth as brahman
chapter 18,mokha sanys yog,18.54,one situated in the transcendental brahman realization becomes mentally serene neither grieving nor desiring being equitably disposed toward all living beings such a yogi attains supreme devotion unto me
chapter 18,mokha sanys yog,18.55,only by loving devotion to me does one come to know who i am in truth then having come to know me my devotee enters into full consciousness of me
chapter 18,mokha sanys yog,18.56,my devotees though performing all kinds of actions take full refuge in me by my grace they attain the eternal and imperishable abode
chapter 18,mokha sanys yog,18.57,dedicate your every activity to me making me your supreme goal taking shelter of the yog of the intellect keep your consciousness absorbed in me always
chapter 18,mokha sanys yog,18.58,if you always remember me by my grace you shall overcome all obstacles and difficulties but if due to pride you do not listen to my advice you will perish
chapter 18,mokha sanys yog,18.59,if motivated by pride you think i shall not fight your decision will be in vain your own nature will compel you to fight
chapter 18,mokha sanys yog,18.6,o arjun that action which out of delusion you do not wish to do you will be driven to do it by your own inclination born of your own material nature
chapter 18,mokha sanys yog,18.61,the supreme lord dwells in the hearts of all living beings o arjun according to their karmas he directs the wanderings of the souls who are seated on a machine made of material energy
chapter 18,mokha sanys yog,18.62,surrender exclusively unto him with your whole being o bharat by his grace you will attain perfect peace and the eternal abode
chapter 18,mokha sanys yog,18.63,thus i have explained to you this knowledge that is more secret than all secrets ponder over it deeply and then do as you wish
chapter 18,mokha sanys yog,18.64,hear again my supreme instruction the most confidential of all knowledge i am revealing this for your benefit because you are very dear to me
chapter 18,mokha sanys yog,18.65,always think of me be devoted to me worship me and offer obeisance to me doing so you will certainly come to me this is my pledge to you for you are very dear to me
chapter 18,mokha sanys yog,18.66,abandon all varieties of dharmas and simply surrender unto me alone i shall liberate you from all sinful reactions do not fear
chapter 18,mokha sanys yog,18.67,this instruction should never be explained to those who are not austere or to those who are not devoted it should also not be spoken to those who are averse to listening to spiritual topics and especially not to those who are envious of me
chapter 18,mokha sanys yog,18.68,amongst my devotees those who teach this most confidential knowledge perform the greatest act of love they will come to me without doubt
chapter 18,mokha sanys yog,18.69,no human being does more loving service to me than they nor shall there ever be anyone on this earth more dear to me
chapter 18,mokha sanys yog,18.7,and i proclaim that those who study this sacred dialogue of ours will worship me with their intellect through the sacrifice of knowledge such is my view
chapter 18,mokha sanys yog,18.71,even those who only listen to this knowledge with faith and without envy will be liberated from sins and attain the auspicious abodes where the pious dwell
chapter 18,mokha sanys yog,18.72,o arjun have you heard me with a concentrated mind have your ignorance and delusion been destroyed
chapter 18,mokha sanys yog,18.73,arjun said o infallible one by your grace my illusion has been dispelled and i am situated in knowledge i am now free from doubts and i shall act according to your instructions
chapter 18,mokha sanys yog,18.74,sanjay said thus have i heard this wonderful conversation between shree krishna the son of vasudev and arjun the noblehearted son of pritha so thrilling is the message that my hair is standing on end
chapter 18,mokha sanys yog,18.75,by the grace of veda vyas i have heard this supreme and most secret yog from the lord of yog shree krishna himself
chapter 18,mokha sanys yog,18.76,as i repeatedly recall this astonishing and wonderful dialogue between the supreme lord shree krishna and arjun o king i rejoice again and again
chapter 18,mokha sanys yog,18.77,and remembering that most astonishing and wonderful cosmic form of lord krishna great is my astonishment and i am thrilled with joy over and over again
chapter 18,mokha sanys yog,18.78,wherever there is shree krishna the lord of all yog and wherever there is arjun the supreme archer there will also certainly be unending opulence victory prosperity and righteousness of this i am certain
